,year,selling_price,km_driven,mileage,engine,max_power,seats
4340,2011,270000,140000,20.0,1968,108.5,5
4341,2017,335000,25000,23.95,998,67.05,5
4342,2016,445000,63000,15.3,2956,83.8,9
4343,2017,340000,30000,21.1,814,55.2,5
4344,2009,1000000,80000,10.93,3498,272.0,5
4345,2018,1237000,46000,19.67,1582,126.2,5
4346,2018,695000,40000,22.0,1197,81.8,5
4347,2015,270000,40000,22.74,796,47.3,5
4348,2016,790000,120000,24.52,1248,88.5,7
4349,2016,590000,120000,25.2,1248,74.0,5
4350,2015,540000,110000,15.96,2523,62.1,7
4351,2012,265000,67000,23.08,1461,63.12,5
4352,2014,600000,50000,23.4,1248,74.0,5
4353,2012,409999,100000,22.32,1582,126.3,5
4354,2015,525000,80000,23.59,1364,67.05,5
4355,2011,150000,50000,18.5,1399,68.0,5
4356,2011,130000,70000,14.0,796,35.0,5
4357,2017,925000,50000,24.3,1248,88.5,5
4358,2017,690000,65000,21.04,1461,83.8,7
4359,2012,560000,200000,20.77,1248,88.76,7
4360,2018,950000,7500,28.09,1248,88.5,5
4361,2013,450000,35000,18.6,1197,85.8,5
4362,2013,2000000,60000,16.2,2993,235.0,5
4363,2009,229999,71000,16.1,1197,85.0,5
4364,2017,300000,30000,23.95,998,67.05,5
4365,2012,200000,50000,19.7,796,46.3,5
4366,2008,725000,80000,14.84,2143,170.0,5
4367,2011,235000,90000,18.06,1198,75.0,5
4368,2000,65000,100000,16.1,796,37.0,4
4369,2004,85000,80000,19.43284223558543,1435,88.10307019094766,5
4370,2018,834000,30000,25.5,1498,98.6,5
4371,2016,210000,210000,25.2,1248,74.0,5
4372,2017,700000,54188,18.49,1493,100.0,7
4373,2012,425000,90000,20.5,1598,103.5,5
4374,2011,150000,100000,18.6,1199,79.4,5
4375,2014,215000,40000,21.1,814,55.2,5
4376,2014,225000,35000,20.63,1198,67.0,5
4377,2017,330000,20000,23.01,999,67.0,5
4378,2007,54000,144000,10.9,796,32.8,5
4379,2014,374000,54043,18.9,1197,81.86,5
4380,2012,549000,66657,22.32,1582,126.32,5
4381,2016,390000,42000,19.09,1405,69.01,5
4382,2013,455999,35582,18.5,1197,82.85,5
4383,2013,453000,54327,17.2,1197,103.6,5
4384,2016,579000,7949,17.0,1198,73.75,5
4385,2010,258000,59734,16.95,1197,78.9,5
4386,2012,428000,49185,16.8,1497,116.4,5
4387,2011,262000,56389,20.36,1197,78.9,5
4388,2013,389000,58245,16.47,1198,73.9,5
4389,2015,346000,36422,18.44,1198,75.0,5
4390,2011,339000,42535,16.7,1198,88.8,5
4391,2011,272000,40736,16.95,1197,78.9,5
4392,2012,369000,56246,18.6,1197,85.8,5
4393,2011,277000,55403,18.6,1197,85.8,5
4394,2018,535000,30000,20.3,1199,84.0,5
4395,2015,265000,67000,23.95,998,67.05,5
4396,2013,400000,70000,17.01,1591,121.3,5
4397,2014,459999,90000,24.0,1120,70.0,5
4398,2019,667000,7500,18.6,1197,81.86,5
4399,2011,300000,80000,11.57,2179,138.1,7
4400,2012,229999,186000,23.57,1396,70.0,5
4401,2016,200000,110000,25.0,1396,69.0,5
4402,2005,150000,120000,17.8,1399,68.0,5
4403,2012,280000,105358,17.8,1399,67.0,5
4404,2014,590000,70000,18.6,1197,81.83,5
4405,2010,142000,49200,19.81,1086,68.05,5
4406,2017,850000,40000,17.4,1497,117.6,5
4407,2014,600000,40000,24.2,1498,98.6,7
4408,2017,700000,40000,18.49,1493,100.0,7
4409,2013,200000,70000,18.6,1199,79.4,5
4410,2018,650000,10000,18.9,1197,81.86,5
4411,2017,3100000,70000,15.04,2755,174.5,7
4412,2016,1500000,100600,13.68,2393,147.8,8
4413,2012,1800000,50000,16.09,1995,184.0,5
4414,2014,800000,136000,15.1,2179,140.0,7
4415,2017,2100000,48000,17.9,2143,136.0,5
4416,2010,250000,110000,17.8,1399,68.0,5
4417,2012,550000,86000,19.01,1461,108.45,5
4418,2009,125000,141000,19.7,796,46.3,5
4419,2011,450000,80000,17.0,1497,118.0,5
4420,2015,850000,140000,16.0,2179,140.0,7
4421,2014,459999,65000,23.4,1248,74.0,5
4422,2014,434999,110000,23.4,1248,74.0,5
4423,2008,120000,100000,17.0,1405,70.0,5
4424,2015,600000,80000,25.2,1248,74.0,5
4425,2016,780000,35000,22.54,1396,88.73,5
4426,2008,100000,195000,19.7,796,46.3,5
4427,2017,650000,60000,22.54,1396,88.73,5
4428,2004,50000,50000,16.1,796,37.0,4
4429,2012,425000,100000,22.32,1582,126.32,5
4430,2015,500000,70000,20.4,1248,91.7,5
4431,2017,590000,30000,25.2,1248,74.0,5
4432,2016,459999,27000,23.1,998,67.04,5
4433,2020,578000,5000,21.21,1197,81.8,5
4434,2012,550000,110000,20.77,1248,88.76,7
4435,2013,465000,80000,16.8,1497,116.3,5
4436,2018,890000,80000,16.5,1493,70.0,7
4437,2014,250000,110000,20.8,1461,65.0,5
4438,2018,270000,20000,24.7,796,47.3,5
4439,2012,265000,60000,19.4,1198,86.8,5
4440,2011,160000,25000,19.7,796,46.3,5
4441,2018,335000,30000,25.17,799,53.3,5
4442,2014,684000,60000,20.77,1248,88.8,7
4443,2014,680000,64000,20.77,1248,88.8,7
4444,2014,500000,120000,20.45,1461,83.8,5
4445,2012,390000,140000,19.43284223558543,1435,88.10307019094766,5
4446,2012,434999,135000,19.43284223558543,1435,88.10307019094766,5
4447,2010,350000,166000,19.43284223558543,1435,88.10307019094766,5
4448,2018,675000,60000,24.4,1498,98.63,5
4449,2011,1350000,81500,14.84,2143,167.62,5
4450,2011,1350000,80000,15.8,2148,170.0,5
4451,2019,1200000,15000,20.0,1497,115.0,5
4452,2019,1090000,16500,17.0,1197,110.0,5
4453,2009,142000,110000,20.36,1197,78.9,5
4454,2017,957000,60000,21.38,1396,88.7,5
4455,2011,265000,60000,19.3,1248,73.9,5
4456,2016,395000,40000,16.2,1199,74.0,5
4457,2009,160000,35000,19.81,1086,68.05,5
4458,2012,180000,50000,19.09,1396,69.0,5
4459,2012,200000,30078,15.3,1396,70.0,5
4460,2012,250000,44588,21.1,814,55.2,5
4461,2015,400000,49907,21.63,998,67.04,5
4462,2013,371000,67082,21.21,1197,81.8,5
4463,2016,570000,112879,23.0,1498,98.96,5
4464,2013,300000,80000,19.4,1198,86.8,5
4465,2018,949000,10200,17.4,1497,117.6,5
4466,2018,750000,60000,16.5,1493,70.0,7
4467,2017,350000,20000,23.1,998,67.04,5
4468,2017,1250000,60000,16.0,2179,140.0,7
4469,2013,235000,40000,21.1,814,55.2,5
4470,2016,500000,60000,20.4,1197,81.8,5
4471,2014,380000,70000,23.4,1248,74.0,5
4472,2010,160000,100000,20.92,998,67.1,5
4473,2017,339000,25000,20.3,998,68.05,5
4474,2011,229999,100000,15.3,1596,99.6,5
4475,2016,400000,35000,25.32,1198,77.0,6
4476,2018,470000,25000,25.4,1186,73.97,5
4477,2003,45000,58000,16.1,796,37.0,4
4478,2019,575000,20000,19.4,1194,94.93,5
4479,2019,325000,1300,22.5,999,67.0,5
4480,2014,350000,15000,20.51,998,67.04,5
4481,2016,300000,25000,25.17,799,53.3,5
4482,2014,540000,150000,19.01,1461,108.5,5
4483,2018,580000,10000,23.1,998,67.04,5
4484,2015,1000000,70000,19.67,1582,126.2,5
4485,2017,459999,80000,22.95,1248,74.0,5
4486,2015,635000,50000,25.2,1248,74.0,5
4487,2014,650000,83000,22.32,1582,126.32,5
4488,2015,350000,60000,15.8,1172,67.1,5
4489,2008,320000,175802,19.3,1248,73.9,5
4490,2006,450000,192000,12.8,2494,102.0,8
4491,2011,227000,73840,15.04,1598,103.6,5
4492,2013,300000,75000,18.9,1197,82.0,5
4493,2011,400000,320000,12.05,2179,120.0,8
4494,2015,550000,120000,20.34,1498,103.2,5
4495,2017,900000,40000,21.66,1498,108.6,5
4496,2014,210000,70000,21.1,814,55.2,5
4497,2016,650000,30000,19.64,1461,108.45,5
4498,2014,680000,120000,15.1,2179,140.0,7
4499,2019,390000,25000,23.01,999,67.0,5
4500,2016,260000,80000,25.17,799,53.3,5
4501,2013,450000,67000,19.1,1197,85.8,5
4502,2008,130000,120000,19.81,1086,68.05,5
4503,2019,890000,9000,24.3,1248,88.5,5
4504,2014,3500000,60000,11.0,2982,170.3,7
4505,2014,750000,80000,25.1,1498,98.6,5
4506,2011,350000,120000,12.2,2499,80.0,10
4507,2019,2000000,24857,16.5,1799,139.46,5
4508,2017,270000,26442,20.3,998,68.05,5
4509,2017,700000,35000,17.5,1373,91.1,7
4510,2010,130000,28000,19.7,796,46.3,5
4511,2015,650000,80000,20.77,1248,88.8,7
4512,2005,55000,39000,19.7,796,46.3,5
4513,2017,475000,20000,20.51,998,67.0,5
4514,2013,325000,50000,21.64,1461,84.8,5
4515,2015,390000,15000,18.9,1197,82.0,5
4516,2019,650000,15000,22.0,1197,81.8,5
4517,2014,600000,70000,26.0,1498,98.6,5
4518,2012,170000,80000,16.2,995,62.1,5
4519,2013,499000,80000,15.96,2523,63.0,9
4520,2017,400000,50000,18.5,1198,86.8,5
4521,2017,700000,65000,26.59,1248,74.0,5
4522,2017,800000,35000,27.39,1248,74.0,5
4523,2015,600000,90000,27.3,1498,98.6,5
4524,2016,580000,100000,25.2,1248,74.0,5
4525,2016,350000,15000,25.17,799,53.3,5
4526,2011,204999,147000,20.0,1399,68.0,5
4527,2017,1350000,20000,16.0,2179,140.0,7
4528,2009,310000,120000,23.0,1396,90.0,5
4529,2016,459999,69000,25.83,1498,99.0,5
4530,2017,860000,80000,28.09,1248,88.5,5
4531,2012,275000,97000,19.0,1086,68.1,5
4532,2016,390000,15000,25.17,799,53.3,5
4533,2005,110000,50800,19.7,796,46.3,5
4534,2018,5830000,30000,17.09,2993,261.4,4
4535,2018,665000,40142,24.4,1120,71.0,5
4536,2016,390000,62000,25.32,1198,77.0,5
4537,2019,685000,4300,18.6,1197,81.86,5
4538,2019,595000,14548,21.21,1197,81.8,5
4539,2018,900000,44772,23.0,1498,98.96,5
4540,2018,950000,48500,25.47,1248,88.5,7
4541,2017,570000,28782,18.6,1197,81.83,5
4542,2018,910000,36500,24.3,1248,88.5,5
4543,2018,751000,44885,26.59,1248,74.0,5
4544,2009,135000,110000,17.0,1405,71.0,5
4545,2019,925000,50000,24.52,1248,88.5,7
4546,2016,725000,66000,20.77,1248,88.8,7
4547,2013,550000,65000,20.77,1248,88.76,7
4548,2013,750000,95000,12.8,2494,102.0,7
4549,2013,475000,55000,17.0,1497,118.0,5
4550,2017,325000,65000,19.02,1198,67.05,7
4551,2017,725000,76000,25.47,1248,88.5,7
4552,2017,625000,70000,23.4,1248,74.0,5
4553,2014,470000,89000,22.9,1248,74.0,5
4554,2017,1750000,98000,13.68,2393,147.51,7
4555,2016,1650000,90000,13.68,2393,147.51,7
4556,2013,380000,57000,22.9,1248,74.0,5
4557,2017,650000,70000,26.59,1248,74.0,5
4558,2016,275000,49200,21.1,814,55.2,5
4559,2008,200000,60000,19.81,1086,68.05,5
4560,2015,315000,120000,15.37,1196,73.0,5
4561,2004,90000,110000,19.7,796,46.3,5
4562,2007,120000,70000,18.9,1061,67.0,5
4563,2006,90000,168000,18.9,998,67.1,5
4564,2018,1500000,30000,16.0,2179,140.0,7
4565,2016,595000,131111,25.2,1248,74.0,5
4566,2007,150000,120000,19.2,1461,65.0,5
4567,2016,310000,23400,23.95,998,67.1,5
4568,2018,385000,50000,23.1,998,67.04,5
4569,2005,105000,158107,19.43284223558543,1435,88.10307019094766,5
4570,2014,750000,90000,15.1,2179,140.0,7
4571,2019,521000,3010,20.3,1086,68.0,5
4572,2010,180000,80000,21.12,1248,88.8,5
4573,2011,220000,155000,17.8,1399,68.0,5
4574,1998,40000,70000,16.1,796,37.0,4
4575,2018,540000,4000,18.9,1197,81.86,5
4576,2007,140000,35000,19.7,796,46.3,5
4577,2003,200000,121000,17.3,993,60.0,5
4578,2015,650000,110000,22.77,1498,98.59,5
4579,2010,305000,175000,17.8,1248,75.0,5
4580,2008,200000,163000,17.8,1399,68.0,5
4581,2008,200000,163000,17.8,1399,68.0,5
4582,2010,465000,77088,14.0,2489,95.0,8
4583,2016,570000,136511,15.96,2523,62.1,7
4584,2015,570000,80000,16.02,1373,93.7,7
4585,2015,650000,60000,16.02,1373,93.7,7
4586,2016,620000,36000,20.85,1197,83.14,5
4587,2012,250000,65000,18.9,998,67.1,5
4588,2012,300000,60000,26.2,998,58.2,5
4589,2013,300000,82500,20.3,1248,75.0,5
4590,2018,810000,30000,23.0,1498,98.96,5
4591,2011,270000,100000,18.3,1991,147.9,5
4592,2015,470000,70000,26.59,1248,74.0,5
4593,2017,400000,85000,20.65,1248,88.7,5
4594,2014,300000,60000,20.51,998,67.04,5
4595,2015,170000,20000,22.74,796,47.3,5
4596,2009,121000,100000,13.0,2489,95.0,8
4597,2002,35000,75000,19.43284223558543,1435,88.10307019094766,5
4598,2005,85000,100000,19.43284223558543,1435,88.10307019094766,5
4599,2016,650000,80000,24.3,1248,88.5,5
4600,2017,350000,35000,17.57,1193,88.7,5
4601,2013,125000,139000,25.44,936,57.6,5
4602,2005,80000,90000,19.7,796,46.3,5
4603,2009,120000,120000,19.43284223558543,1435,88.10307019094766,5
4604,2008,250000,100000,17.7,1497,78.0,5
4605,2011,225000,90000,20.54,1598,103.6,5
4606,2007,215000,105000,13.6,2523,63.0,7
4607,2017,450000,40000,25.4,1186,73.97,5
4608,2017,509999,90000,20.14,1197,81.86,5
4609,2015,245000,36710,22.74,796,47.3,5
4610,2016,620000,28180,23.65,1248,88.5,5
4611,2019,1700000,15000,17.0,1956,138.1,5
4612,2019,590000,4000,19.72,1198,67.0,7
4613,2014,370000,30000,23.2,1248,73.94,5
4614,2013,350000,15000,18.6,1197,85.8,5
4615,2018,450000,56000,18.9,1197,81.86,5
4616,2017,600000,19000,17.19,1197,81.86,5
4617,2016,2400000,30000,12.62,2198,158.0,7
4618,2017,450000,70000,18.6,1197,81.83,5
4619,2009,150000,30000,19.09,1396,69.0,5
4620,2019,400000,15000,15.37,1196,73.0,5
4621,2013,185000,85000,22.74,796,47.3,5
4622,2018,625000,50000,22.0,1197,81.8,5
4623,2019,700000,20000,17.19,1197,81.86,5
4624,2017,390000,25000,20.51,998,67.04,5
4625,2018,625000,25000,17.0,1198,108.5,5
4626,2014,400000,50000,19.1,1197,85.8,5
4627,2009,400000,90000,14.53,1794,138.1,5
4628,2019,620000,100000,17.57,1193,88.7,5
4629,2008,190000,180000,17.8,1399,67.0,5
4630,2013,210000,50000,22.74,796,47.3,5
4631,2012,270000,80000,23.2,1248,73.94,5
4632,1999,45000,100000,17.3,993,60.0,5
4633,2014,220000,93000,21.1,814,55.2,5
4634,2014,550000,11500,15.96,2523,63.0,9
4635,2006,95000,100000,19.43284223558543,1435,88.10307019094766,5
4636,2015,650000,50000,14.95,2489,93.7,9
4637,2012,550000,120000,16.8,1497,116.3,5
4638,2010,225000,100000,17.8,1399,68.0,5
4639,2004,40000,57000,16.1,796,37.0,4
4640,2016,280000,60000,21.1,814,55.2,5
4641,2017,570000,44077,17.01,1499,110.5,5
4642,2017,290000,90000,24.7,796,47.3,5
4643,2018,720000,50000,21.19,1396,88.73,5
4644,2012,265000,20000,19.81,1086,68.05,5
4645,2010,135000,90000,19.7,796,46.3,5
4646,2016,350000,70000,25.83,1498,99.0,5
4647,2008,200000,80000,19.43284223558543,1435,88.10307019094766,5
4648,2016,490000,80000,18.2,1248,73.74,8
4649,2012,450000,72000,22.32,1582,126.32,5
4650,2016,950000,50000,15.4,1997,120.0,7
4651,2012,355000,90000,17.5,1298,85.8,5
4652,2019,700000,17000,18.6,1197,81.86,5
4653,2012,459999,70000,12.05,2179,120.0,8
4654,2006,85000,60000,19.7,796,46.3,5
4655,2016,290000,15000,22.74,796,47.3,5
4656,2019,1000000,72000,25.5,1498,98.6,5
4657,2008,85000,25000,16.84,1193,64.4,5
4658,2003,65000,114000,19.7,796,46.3,5
4659,2005,75000,120000,13.0,1493,100.0,5
4660,2003,100000,250000,18.7,1896,66.0,5
4661,2009,170000,55768,17.0,1405,71.0,5
4662,2017,525000,40000,18.9,1197,81.86,5
4663,2020,265000,70000,21.79,998,67.05,5
4664,2018,459999,50000,20.3,1199,84.0,5
4665,2017,250000,20000,23.95,998,67.05,5
4666,2013,395000,70000,23.4,1248,74.0,5
4667,2014,375000,60000,18.9,1197,82.0,5
4668,2009,120000,120000,17.0,1405,71.0,5
4669,2011,290000,110000,21.1,1248,73.9,5
4670,2017,409999,60000,23.84,1199,84.0,5
4671,2009,200000,30000,16.5,995,63.0,5
4672,2018,900000,35000,21.13,1498,108.6,5
4673,2003,50000,50000,16.1,796,37.0,4
4674,2012,450000,100000,19.01,1461,108.45,5
4675,2012,650000,80000,15.1,2179,140.0,7
4676,2014,300000,84000,20.14,1498,88.5,5
4677,2014,425000,60000,25.01,1498,89.75,5
4678,1998,55000,50000,17.3,993,60.0,5
4679,2011,200000,60000,20.36,1197,78.9,5
4680,2015,975000,100000,16.0,2179,140.0,7
4681,2013,450000,70000,15.96,2523,62.1,7
4682,2014,600000,82500,15.96,2523,62.1,7
4683,2014,550000,76000,15.96,2523,62.1,9
4684,2011,180000,87000,18.0,1248,75.0,5
4685,2010,300000,120000,14.0,2498,112.0,7
4686,2016,350000,70000,17.57,1193,88.7,5
4687,2010,200000,188000,21.12,1248,88.8,5
4688,2014,350000,120000,18.2,1248,73.8,8
4689,2015,650000,80000,17.4,1497,117.3,5
4690,2010,150000,123278,20.36,1197,78.9,5
4691,2012,220000,110000,20.0,1399,68.0,5
4692,2013,250000,110000,20.0,1399,68.1,5
4693,2015,1050000,65000,15.1,2179,140.0,7
4694,2015,3000000,70000,16.36,2179,187.7,5
4695,2012,200000,90000,11.57,2179,138.1,7
4696,2018,299000,33000,21.1,814,55.2,5
4697,2015,250000,26500,22.74,796,47.3,5
4698,2011,140000,60000,17.92,1086,62.1,5
4699,2013,360000,70000,23.4,1248,74.0,5
4700,2015,210000,80000,20.63,1198,67.06,5
4701,2017,600000,60000,22.54,1396,88.73,5
4702,2011,210000,100000,19.5,1199,75.0,5
4703,2011,300000,80000,20.54,1598,103.6,5
4704,2016,450000,35000,18.9,1197,82.0,5
4705,2019,550000,10000,18.9,1197,81.86,5
4706,2011,100000,80000,18.0,1248,75.0,5
4707,2012,185000,50000,21.1,814,55.2,5
4708,2006,80000,90000,17.3,1061,64.0,5
4709,2017,295000,80000,24.7,796,47.3,5
4710,2017,360000,25000,23.01,999,67.0,5
4711,2014,210000,70000,20.92,998,67.1,5
4712,2019,585000,80000,17.4,1197,81.86,5
4713,2016,560000,50000,20.14,1498,88.7,5
4714,2015,600000,70000,26.0,1498,98.6,5
4715,2017,330000,60000,20.63,1198,67.0,5
4716,2012,300000,90000,23.59,1364,67.1,5
4717,2018,650000,28000,17.0,1198,108.5,5
4718,2019,695000,20000,17.4,1197,81.86,5
4719,2014,300000,60000,24.0,1120,70.0,5
4720,2010,185000,70000,11.57,2179,138.1,7
4721,2013,200000,80000,22.1,1248,76.9,5
4722,2019,459999,35000,26.6,998,58.16,5
4723,2018,860000,60000,21.5,1497,108.5,5
4724,2018,400000,20000,23.84,1199,84.0,5
4725,2013,240000,142000,23.2,1248,73.94,5
4726,2015,570000,72000,26.59,1248,74.0,5
4727,2018,850000,90000,23.0,1498,98.96,5
4728,2011,155000,80000,20.0,1399,68.0,5
4729,2011,270000,125000,23.0,1396,90.0,5
4730,2015,610000,33000,20.73,1373,91.1,5
4731,2015,1000000,50000,19.67,1582,126.2,5
4732,2012,450000,120000,12.05,2179,120.0,9
4733,2018,500000,35000,25.4,1186,73.97,5
4734,2018,700000,43000,27.4,1498,98.63,5
4735,2007,135000,60000,19.7,796,46.3,5
4736,2012,430000,148000,12.05,2179,120.0,9
4737,2014,625000,70000,22.32,1582,126.32,5
4738,2011,280000,96000,16.95,1498,97.7,5
4739,2015,800000,70000,15.4,1997,120.0,7
4740,2017,620000,18484,20.89,1197,81.8,5
4741,2011,300000,70000,13.93,2179,138.03,7
4742,2010,180000,25000,19.7,796,46.3,5
4743,2013,250000,120000,22.07,1199,73.9,5
4744,2019,885000,10000,17.0,1497,121.31,5
4745,2020,550000,60000,25.32,1198,77.0,6
4746,2013,180000,65000,17.92,1086,62.1,5
4747,2010,200000,27000,19.43284223558543,1435,88.10307019094766,5
4748,2012,380000,50000,21.9,1396,88.76,5
4749,2019,520000,2560,24.0,1199,83.81,5
4750,2016,330000,80000,20.51,998,67.04,5
4751,1999,40000,50000,16.1,796,37.0,4
4752,2015,370000,120000,18.2,1248,73.8,8
4753,2009,290000,120000,16.8,1497,116.3,5
4754,2013,215000,47000,21.1,814,55.2,5
4755,2012,610000,90000,12.8,2494,102.0,8
4756,2017,1250000,95000,15.4,1997,120.0,7
4757,2012,400000,103655,22.32,1582,126.3,5
4758,2018,700000,25000,17.4,1197,81.86,5
4759,2014,650000,80000,19.01,1461,108.45,5
4760,2014,95000,50000,25.4,624,37.5,4
4761,2010,150000,110000,0.0,1086,62.0,5
4762,2008,120000,80000,19.7,796,46.3,5
4763,2003,130000,74770,19.43284223558543,1435,88.10307019094766,5
4764,2010,180000,187000,17.8,1399,68.0,5
4765,2015,550000,206000,22.77,1498,98.59,5
4766,2018,950000,27000,22.77,1498,98.59,5
4767,2017,725000,75000,26.1,1498,99.23,5
4768,2015,500000,18000,18.5,1194,94.93,5
4769,2011,180000,218000,21.0,1461,64.1,5
4770,2016,650000,10000,22.54,1396,88.73,5
4771,2010,285000,80000,17.8,1248,75.0,5
4772,2011,210000,215000,21.0,1461,64.1,5
4773,2012,200000,137000,17.8,1399,67.0,5
4774,2011,295000,65000,20.54,1598,103.6,5
4775,2017,450000,10000,23.1,998,67.04,5
4776,2016,385000,20000,20.62,1198,67.0,7
4777,2019,558000,70000,28.4,1248,74.02,5
4778,2012,300000,80000,21.9,1396,88.76,5
4779,2012,900000,100000,15.1,2179,140.0,7
4780,2008,890000,70000,19.43284223558543,1435,88.10307019094766,5
4781,2014,640000,65000,21.14,1498,103.52,5
4782,2015,900000,70000,15.4,2179,120.0,7
4783,2013,450000,60000,18.2,1248,73.8,7
4784,2013,500000,80000,13.7,2179,138.1,7
4785,2014,450000,133000,19.01,1461,108.45,5
4786,2017,675000,25000,17.5,1199,88.7,5
4787,2017,415000,15000,17.57,1193,88.7,5
4788,2017,1100000,40000,21.38,1396,88.7,5
4789,2014,509999,70000,15.96,2523,62.1,7
4790,2007,200000,152000,10.5,2609,120.0,9
4791,2013,500000,80000,22.32,1582,126.3,5
4792,2009,45000,100000,17.2,1396,53.5,5
4793,2017,270000,50000,25.17,799,53.3,5
4794,2017,550000,40000,17.19,1197,81.86,5
4795,2016,235000,60000,23.01,999,67.0,5
4796,2018,600000,40000,18.6,1197,81.83,5
4797,2015,525000,60000,27.3,1498,98.6,5
4798,2012,325000,90000,22.9,1248,74.0,5
4799,2014,420000,90000,23.4,1248,74.0,5
4800,2013,375000,80000,23.4,1248,74.0,5
4801,2012,750000,120000,12.05,2179,120.0,8
4802,2018,400000,40000,23.84,1199,84.0,5
4803,2013,600000,91000,15.1,2179,140.0,7
4804,2008,110000,80000,17.8,1086,63.0,5
4805,2019,722000,80000,0.0,2523,70.0,2
4806,2020,500000,15000,23.84,1199,83.83,5
4807,2007,250000,110000,18.1,1493,110.0,5
4808,2018,950000,40000,21.13,1498,108.6,5
4809,2018,780000,30000,28.4,1248,74.02,5
4810,2018,575000,30000,20.3,1086,68.0,5
4811,2017,563000,30000,18.6,1197,81.83,5
4812,2017,450000,15000,23.84,1199,84.0,5
4813,2020,2300000,1000,13.68,2393,147.51,7
4814,1999,80000,26320,16.1,796,37.0,4
4815,2010,320000,135000,23.0,1396,90.0,5
4816,2008,375000,100000,13.5,1799,130.0,5
4817,2017,400000,120000,15.37,1196,73.0,5
4818,2011,600000,230000,14.0,2498,112.0,7
4819,2016,315000,60000,23.01,999,67.0,5
4820,2012,1100000,80000,16.07,1995,181.0,5
4821,2010,350000,190000,19.3,1248,73.9,5
4822,2016,375000,120000,15.37,1196,73.0,5
4823,2013,1050000,217000,12.99,2494,100.6,8
4824,2005,130000,90000,19.43284223558543,1435,88.10307019094766,5
4825,2015,350000,29000,23.1,998,67.04,5
4826,2011,170000,120000,19.43284223558543,1435,88.10307019094766,5
4827,2010,120000,120000,18.9,1061,67.0,5
4828,2015,819999,90000,16.0,2179,140.0,7
4829,2018,451999,30000,23.1,998,67.04,5
4830,2016,500000,56000,18.9,1197,82.0,5
4831,2015,1250000,90000,12.99,2494,100.6,8
4832,2015,500000,120000,18.49,1493,100.0,7
4833,2015,490000,60000,25.2,1248,74.0,5
4834,2008,200000,147000,19.3,1248,73.9,5
4835,2018,655000,19500,18.6,1197,81.83,5
4836,2018,620000,38426,17.19,1197,81.86,5
4837,2014,310000,35000,20.51,998,67.04,5
4838,2007,150000,50000,19.7,796,46.3,5
4839,2012,180000,120000,25.44,936,57.6,5
4840,2011,150000,120000,19.4,1405,70.0,5
4841,2011,160000,112000,20.0,1399,68.0,5
4842,2013,600000,70000,14.0,2523,75.0,8
4843,2012,380000,145000,20.5,1598,103.5,5
4844,2011,350000,500000,12.99,2494,100.57,7
4845,2012,135000,146000,19.61,1405,70.0,5
4846,2018,610000,10000,18.9,1197,81.86,5
4847,2020,260000,50000,20.14,1498,88.5,5
4848,2016,220000,20000,23.01,999,67.0,5
4849,2006,121000,70000,13.5,1799,130.0,5
4850,2017,350000,50000,25.0,1396,69.01,5
4851,2018,2200000,25000,15.17,1968,181.0,5
4852,2011,280000,100000,23.0,1396,90.0,5
4853,2020,919999,20000,17.0,1198,108.5,5
4854,2011,320000,155000,23.0,1396,90.0,5
4855,2012,140000,70000,20.0,1399,68.0,5
4856,2012,310000,25000,21.5,1248,88.8,5
4857,2006,65000,120000,16.1,796,37.0,4
4858,2013,300000,90000,18.2,1248,73.8,7
4859,2011,575000,110000,15.1,2179,140.0,7
4860,2014,440000,110000,13.49,2179,138.03,5
4861,2012,380000,100000,22.9,1248,74.0,5
4862,2010,140000,116700,15.0,1368,90.0,5
4863,2015,475000,25000,22.95,1248,74.0,5
4864,2011,200000,200000,13.0,2489,95.0,8
4865,2010,400000,176062,17.8,1248,75.0,5
4866,2008,425000,250000,12.8,2494,102.0,8
4867,2003,68000,70000,19.43284223558543,1435,88.10307019094766,5
4868,2015,509999,82000,25.8,1498,98.6,5
4869,2010,275000,80000,19.81,1086,68.05,5
4870,2019,1850000,14000,17.1,1956,170.0,5
4871,2014,650000,129000,19.72,1461,108.45,5
4872,2016,360000,60000,20.5,1248,91.7,5
4873,2018,650000,82000,21.73,1498,108.62,5
4874,2013,2000000,77500,12.7,2179,187.7,5
4875,2017,675000,50000,18.2,1248,73.74,7
4876,2017,445000,39500,20.52,1197,81.8,5
4877,2018,750000,40000,22.54,1396,88.76,5
4878,1997,57000,110000,19.43284223558543,1435,88.10307019094766,5
4879,2017,850000,54000,22.54,1396,88.73,5
4880,2016,400000,20000,20.51,998,67.04,5
4881,2014,200000,55896,25.0,1396,69.0,5
4882,2016,550000,35000,25.8,1498,98.6,5
4883,2012,250000,97000,19.4,1198,86.8,5
4884,2014,206000,120000,22.74,796,47.3,5
4885,2010,45000,30400,26.0,624,35.0,4
4886,2012,220000,110000,21.64,1461,84.8,5
4887,2008,515000,120000,14.84,2143,170.0,5
4888,2010,170000,100000,19.7,796,46.3,5
4889,2010,260000,120000,17.8,1248,75.0,5
4890,2012,315000,130000,20.54,1598,103.6,5
4891,2011,225000,76000,20.92,998,67.1,5
4892,2012,420000,110000,19.33,1968,138.1,5
4893,2011,525000,96000,12.05,2179,120.0,8
4894,2018,670000,90000,28.4,1248,74.0,5
4895,2013,250000,25000,20.0,1399,68.1,5
